Item_Identifier,Outlet_Identifier,sales_predictions
FDC44,OUT018,1511.25
FDB45,OUT035,1840.0
FDY04,OUT013,2674.75
FDM27,OUT046,2593.0
FDZ43,OUT017,3960.75
FDT39,OUT019,573.0
NCC06,OUT019,120.0
FDL15,OUT027,3904.0
FDL57,OUT017,4208.75
FDU08,OUT046,1607.5
FDK40,OUT017,4287.5
FDQ12,OUT010,1719.25
FDS48,OUT017,2524.25
FDP09,OUT045,3295.75
FDW21,OUT049,1761.0
FDY25,OUT035,3031.0
DRE13,OUT017,1490.75
FDV43,OUT019,-1185.25
FDD22,OUT045,1720.75
FDM46,OUT019,-451.75
NCO30,OUT010,1010.0
FDM25,OUT046,2806.75
NCN41,OUT049,2040.5
FDU24,OUT045,1465.0
FDZ50,OUT046,2955.25
FDP45,OUT013,4052.5
NCM54,OUT045,1926.5
FDW10,OUT019,881.5
FDP20,OUT017,2154.0
FDK32,OUT046,2453.75
FDN52,OUT049,1544.0
FDM58,OUT045,1778.0
FDZ46,OUT027,3232.25
NCA18,OUT018,1580.75
FDD35,OUT046,1966.75
NCK31,OUT035,957.5
FDI40,OUT027,3096.75
FDT50,OUT019,-303.75
NCT06,OUT046,2599.5
FDT31,OUT035,3138.5
FDT45,OUT049,982.75
FDT13,OUT045,2915.0
FDO50,OUT045,1400.25
NCU18,OUT010,305.75
NCR54,OUT049,3153.0
NCO18,OUT018,2539.25
FDU09,OUT045,911.0
FDT13,OUT018,2712.75
FDE09,OUT046,1820.5
NCK53,OUT019,-284.25
FDG45,OUT049,3496.75
DRH15,OUT035,875.5
FDO21,OUT019,1713.5
FDD14,OUT027,4343.5
FDC09,OUT046,1709.0
FDH45,OUT027,2212.0
FDV32,OUT046,1066.75
FDG12,OUT035,2120.0
FDS32,OUT013,2320.5
NCL55,OUT018,3662.25
DRE01,OUT035,3945.5
DRE15,OUT049,1350.5
NCL42,OUT045,3809.25
FDP31,OUT013,1093.25
FDN33,OUT018,1265.5
FDZ59,OUT046,2657.25
FDE45,OUT010,926.75
FDJ07,OUT013,1950.75
FDQ45,OUT018,2712.25
FDM33,OUT027,4912.25
FDO15,OUT010,-614.0
FDM46,OUT013,1503.25
FDR03,OUT045,3248.25
FDY49,OUT018,2426.75
FDQ60,OUT045,1871.5
FDW10,OUT049,2911.25
FDO51,OUT049,902.5
FDJ40,OUT018,1521.0
FDS20,OUT018,2623.0
FDU45,OUT013,1888.5
FDV02,OUT035,2838.25
FDN09,OUT046,3836.5
NCM55,OUT027,4385.0
FDN23,OUT018,2074.75
FDY31,OUT010,413.0
FDW03,OUT010,-136.0
FDD14,OUT046,2875.75
FDV23,OUT017,2106.5
DRI03,OUT045,2723.75
FDN13,OUT035,1719.25
FDF45,OUT027,2497.5
FDU46,OUT035,1624.0
FDB57,OUT049,3667.0
FDV12,OUT049,1765.5
FDQ58,OUT013,2459.25
NCA18,OUT017,1941.75
FDH52,OUT049,1173.75
FDM24,OUT018,2159.25
NCP43,OUT027,4310.25
NCO18,OUT019,895.0
FDM32,OUT017,1590.25
NCL07,OUT017,734.0
FDK03,OUT013,4068.5
FDP59,OUT017,1793.25
FDQ24,OUT049,4074.0
FDQ16,OUT018,1490.25
FDU44,OUT013,2633.5
FDH28,OUT010,-1241.75
FDV28,OUT019,-1297.5
FDM22,OUT045,877.0
FDR56,OUT046,3138.75
FDV39,OUT049,3236.75
FDU37,OUT019,-570.5
FDQ11,OUT010,2209.5
FDX02,OUT045,3469.25
NCS42,OUT018,1195.75
FDY57,OUT027,3007.0
FDB21,OUT049,3896.75
FDE28,OUT017,3761.5
FDQ55,OUT017,1982.0
FDA48,OUT049,3604.5
FDZ19,OUT045,2698.75
NCC43,OUT045,3883.75
NCV18,OUT046,1296.25
NCA42,OUT018,2242.75
FDY45,OUT046,4056.0
NCC30,OUT045,2753.75
FDM57,OUT013,1457.5
FDL09,OUT010,740.0
FDB09,OUT027,3453.25
FDT44,OUT035,2038.75
NCT06,OUT027,4045.0
FDX26,OUT049,2998.25
FDK32,OUT013,2515.75
DRA12,OUT046,2273.0
FDO46,OUT010,1132.5
FDE52,OUT013,1492.0
NCH42,OUT045,3556.0
FDV08,OUT035,872.0
FDB47,OUT018,3060.0
FDC28,OUT010,-132.75
FDD22,OUT046,1819.75
FDS07,OUT027,3291.75
DRI13,OUT045,3360.75
FDG32,OUT018,3213.25
FDU14,OUT017,4062.25
FDD28,OUT019,-922.25
NCP41,OUT017,1851.0
FDS08,OUT049,2885.75
FDX47,OUT045,2496.25
FDC53,OUT019,-250.75
FDQ19,OUT035,4015.75
FDL14,OUT045,2455.25
FDM33,OUT019,1585.5
FDA51,OUT045,1766.75
FDZ27,OUT018,556.5
FDT04,OUT046,685.75
DRC13,OUT049,2134.0
FDR16,OUT027,4879.5
FDQ03,OUT027,5222.25
FDE38,OUT035,2823.75
DRH23,OUT027,2348.0
FDT11,OUT019,1138.5
FDD09,OUT035,3012.0
FDR40,OUT045,1330.0
FDX07,OUT017,3068.0
FDR07,OUT035,1703.75
FDA51,OUT017,1954.0
FDT59,OUT019,1765.25
FDF20,OUT017,3207.0
FDR13,OUT045,1832.25
FDY26,OUT049,3474.25
FDW04,OUT017,2228.5
FDK52,OUT017,3685.0
FDN60,OUT049,2590.5
FDM09,OUT019,845.5
FDP46,OUT049,1519.0
FDB50,OUT019,-658.75
NCQ29,OUT049,4142.75
FDP16,OUT027,5334.5
FDX33,OUT018,2317.5
FDP07,OUT010,1210.0
FDN22,OUT046,3982.25
FDF39,OUT049,4287.5
FDS21,OUT017,1158.25
NCM42,OUT013,1744.25
FDK50,OUT019,719.75
DRF13,OUT027,3788.75
FDH35,OUT018,2331.25
FDP60,OUT018,1330.5
DRJ49,OUT027,3532.75
NCT42,OUT019,457.25
FDE38,OUT049,2774.75
FDI04,OUT049,3285.25
NCH54,OUT045,2416.0
FDT56,OUT049,1097.25
DRD15,OUT018,3383.5
FDV58,OUT013,3120.5
FDP21,OUT049,3123.5
FDH05,OUT013,3744.5
FDR10,OUT027,4039.25
NCP06,OUT045,2290.5
FDF33,OUT049,1828.5
DRK37,OUT013,3027.0
DRH49,OUT045,1300.25
FDT58,OUT013,2691.25
FDD41,OUT018,1444.0
FDP40,OUT018,1555.0
FDM51,OUT027,3144.75
FDO45,OUT010,-460.75
FDW33,OUT010,-218.25
FDY24,OUT045,899.5
FDB10,OUT010,1836.25
FDM40,OUT035,2381.0
NCI06,OUT017,2953.5
FDW12,OUT019,447.5
FDX48,OUT027,3968.75
NCW05,OUT027,3122.0
FDX27,OUT017,1664.75
DRM37,OUT045,3047.0
FDA38,OUT045,3765.25
FDR36,OUT046,710.0
FDZ45,OUT046,3150.5
FDG05,OUT017,2663.5
FDK28,OUT013,4116.25
FDV47,OUT045,1325.75
FDN21,OUT045,2481.25
FDP20,OUT027,3494.25
FDI35,OUT045,2825.25
DRY23,OUT013,776.5
FDA56,OUT017,2091.25
FDB09,OUT013,2006.75
NCO26,OUT027,3303.0
FDQ49,OUT018,2263.25
FDI52,OUT027,3401.75
FDZ44,OUT027,3345.25
FDZ09,OUT018,2324.75
FDY03,OUT049,1951.5
NCG42,OUT017,2158.5
DRI13,OUT027,4898.0
FDQ32,OUT013,2088.75
FDW16,OUT035,1665.5
FDU27,OUT046,796.5
FDR28,OUT010,734.0
FDQ49,OUT010,651.25
FDS37,OUT046,1879.25
FDW26,OUT018,3241.75
FDX12,OUT018,3584.0
NCP06,OUT013,2409.5
FDW45,OUT010,409.75
NCN30,OUT049,1611.0
FDN24,OUT049,966.75
NCL41,OUT027,1999.0
FDR02,OUT019,-117.25
FDD09,OUT010,976.0
FDS33,OUT010,-435.0
FDU22,OUT045,1843.5
FDI53,OUT013,2640.0
DRH01,OUT049,2860.25
FDX32,OUT013,2344.0
NCP30,OUT018,378.0
FDB60,OUT045,3052.0
FDB14,OUT049,1635.25
NCP02,OUT035,1088.0
FDJ10,OUT017,2373.0
FDG34,OUT046,1841.0
NCB18,OUT017,1503.75
FDM16,OUT049,1365.0
FDW25,OUT018,1104.25
FDB35,OUT010,-397.75
DRN11,OUT013,2273.75
FDF41,OUT019,1983.25
FDH16,OUT045,1368.25
NCQ50,OUT018,3066.0
DRH23,OUT018,621.0
DRJ37,OUT013,2438.0
DRJ24,OUT027,4352.25
FDY16,OUT035,3087.5
FDQ27,OUT045,1680.25
FDZ33,OUT045,2291.25
FDF29,OUT045,2088.25
FDA08,OUT049,2741.25
FDG31,OUT046,1093.5
FDE34,OUT019,1044.0
NCR30,OUT027,2627.0
FDV33,OUT035,4274.5
DRZ24,OUT018,1658.5
NCL54,OUT035,2869.0
FDR12,OUT049,2897.5
NCC54,OUT046,3781.0
DRN59,OUT013,805.0
FDX50,OUT019,-132.25
FDV31,OUT027,4272.75
NCA29,OUT027,4181.0
FDW60,OUT049,2967.75
FDX08,OUT017,3013.5
DRD49,OUT013,3721.5
FDD33,OUT046,3643.75
FDW35,OUT013,765.0
FDJ36,OUT017,1785.25
FDV51,OUT035,2800.0
FDW36,OUT046,1718.75
FDH35,OUT046,2628.0
NCS30,OUT027,3510.25
FDN49,OUT017,778.25
FDL08,OUT018,3615.5
FDI09,OUT013,3842.25
FDP19,OUT018,1764.0
FDU21,OUT010,-1309.5
NCP41,OUT045,1650.0
FDY10,OUT013,1844.0
FDP12,OUT018,396.5
NCN26,OUT049,1945.75
FDK44,OUT013,2784.5
FDC28,OUT049,1859.75
FDJ41,OUT027,5617.75
NCT29,OUT035,2097.5
NCH42,OUT019,1696.75
FDU60,OUT018,2421.25
FDS02,OUT045,3014.75
FDC51,OUT046,2033.5
FDU03,OUT013,2961.25
FDX39,OUT045,3331.0
NCY05,OUT010,-1313.5
NCL06,OUT027,5523.25
FDD32,OUT035,1507.25
NCN41,OUT045,1874.0
NCX53,OUT049,2340.25
FDU57,OUT019,516.75
FDQ23,OUT046,1693.5
FDQ52,OUT045,3846.25
FDC14,OUT045,663.5
FDY09,OUT035,2964.5
FDQ28,OUT045,2467.75
FDV25,OUT046,3507.75
FDJ07,OUT035,2030.5
DRB25,OUT049,1788.0
FDK52,OUT019,1655.75
FDY52,OUT027,2509.5
FDB28,OUT046,3132.0
FDT36,OUT035,751.5
FDV25,OUT017,3628.5
NCN07,OUT027,3519.5
FDC57,OUT017,3210.0
FDQ03,OUT018,3501.5
FDU23,OUT017,2776.0
NCX41,OUT035,3493.75
NCD06,OUT035,891.25
FDW08,OUT045,1626.25
NCU29,OUT017,2406.0
NCE06,OUT013,2562.0
FDV52,OUT010,-16.75
FDB02,OUT017,2965.0
NCR18,OUT045,642.0
FDK16,OUT049,1647.0
NCQ29,OUT010,2116.75
FDZ01,OUT019,-161.5
FDW27,OUT035,2666.25
FDD17,OUT018,3496.25
FDW39,OUT013,2891.75
DRH59,OUT045,1106.75
FDS52,OUT013,1692.5
FDU40,OUT027,4555.25
NCF54,OUT013,2765.0
FDH46,OUT045,1643.25
NCP14,OUT049,1728.5
FDH50,OUT049,3098.0
DRF15,OUT010,524.0
FDV27,OUT027,2919.25
NCJ06,OUT049,2002.25
FDN02,OUT018,2974.0
FDQ51,OUT049,925.75
FDQ07,OUT017,3661.25
FDS45,OUT049,1849.25
NCJ06,OUT045,1852.5
FDD36,OUT035,2040.25
FDY25,OUT045,2841.5
FDU52,OUT046,2473.25
DRK47,OUT017,3680.5
NCL30,OUT017,2133.75
FDN22,OUT035,4138.0
NCF30,OUT027,3426.25
FDK03,OUT035,4229.0
FDT45,OUT017,1020.25
NCC54,OUT027,5199.0
FDP08,OUT018,2844.25
FDU44,OUT046,2642.75
DRG39,OUT035,1013.75
FDU32,OUT049,2067.25
FDY27,OUT049,2957.25
NCP54,OUT013,1983.5
NCZ41,OUT049,2091.0
DRL49,OUT013,2307.0
FDI05,OUT018,997.0
FDY56,OUT045,3555.0
DRC13,OUT013,2071.0
NCV29,OUT017,2940.75
FDR24,OUT049,1580.0
FDZ34,OUT018,2760.0
FDP37,OUT035,2146.25
FDX08,OUT027,4337.0
FDS57,OUT045,2178.0
NCG18,OUT049,1732.5
FDK25,OUT018,2425.0
FDH53,OUT049,1467.0
DRI59,OUT018,3243.5
FDA52,OUT046,2836.75
FDT20,OUT010,-1250.5
FDE36,OUT019,740.0
FDI24,OUT017,2878.0
FDB28,OUT018,2877.0
FDV11,OUT017,2953.5
FDP01,OUT046,2495.0
FDD34,OUT027,4040.25
FDJ50,OUT027,2333.0
FDZ44,OUT013,1945.5
DRO59,OUT035,1369.25
DRB48,OUT045,634.75
FDR21,OUT018,2505.25
NCE42,OUT010,1786.75
FDO23,OUT046,1485.0
NCE30,OUT018,3045.75
FDQ22,OUT035,798.5
FDY01,OUT045,1796.25
FDS08,OUT017,2935.75
FDG28,OUT018,3669.0
FDQ51,OUT018,586.25
FDB05,OUT017,4042.5
FDO56,OUT049,2019.25
FDE02,OUT018,1235.5
FDN45,OUT017,3614.75
FDS09,OUT013,891.25
NCA54,OUT018,2583.0
FDP09,OUT010,1462.25
FDC53,OUT045,1551.25
NCM55,OUT017,3034.25
FDL09,OUT018,2431.25
FDA11,OUT019,-381.25
FDA50,OUT045,1453.0
FDC23,OUT017,2958.0
FDE22,OUT049,2640.75
FDD23,OUT046,3015.0
NCA29,OUT049,2827.5
FDK38,OUT046,2354.25
DRC13,OUT046,1988.75
NCP43,OUT049,2922.5
FDX28,OUT049,1692.5
FDF08,OUT049,1595.25
FDZ33,OUT046,2373.5
FDD10,OUT049,2978.25
FDO58,OUT017,2693.5
FDI50,OUT017,3797.5
FDO58,OUT045,2573.25
FDX08,OUT013,2919.25
NCK17,OUT010,-1238.5
FDF39,OUT035,4335.25
FDU45,OUT010,-61.75
NCJ18,OUT018,1553.75
DRC27,OUT019,1974.0
DRC25,OUT035,1521.75
FDU59,OUT035,2697.5
FDU28,OUT035,3211.25
NCP30,OUT046,673.5
FDB39,OUT018,648.75
FDE41,OUT013,1479.0
DRH11,OUT010,-1002.25
FDA58,OUT045,3654.0
FDU50,OUT046,1895.75
FDM34,OUT013,2102.75
FDM44,OUT027,3106.5
FDR39,OUT045,2840.5
FDM25,OUT045,2768.25
FDQ49,OUT049,2635.5
DRH25,OUT018,591.25
FDM09,OUT027,4204.75
FDL44,OUT019,692.5
NCR42,OUT018,268.0
DRL59,OUT046,873.0
FDX43,OUT013,2708.5
DRK47,OUT010,1652.0
FDU48,OUT018,1831.25
FDY12,OUT045,792.5
NCN43,OUT018,1679.0
NCM55,OUT018,2615.75
FDQ21,OUT027,3445.5
FDX13,OUT035,4116.75
NCK30,OUT027,5424.25
FDG20,OUT049,2906.25
DRG27,OUT017,757.5
FDY14,OUT018,3894.5
FDP59,OUT035,1842.0
FDU60,OUT017,2850.75
NCC18,OUT019,747.75
DRJ39,OUT017,3543.0
FDS07,OUT049,1910.75
FDM08,OUT027,5016.25
FDP51,OUT045,1899.25
FDU16,OUT035,1519.25
FDH12,OUT013,1743.0
DRE48,OUT010,1196.5
NCL42,OUT027,5289.5
FDR21,OUT045,2750.0
NCW29,OUT035,2230.25
FDO11,OUT013,4043.75
NCM31,OUT049,2323.5
FDV35,OUT019,541.0
FDF58,OUT017,1138.25
NCE43,OUT049,2747.5
FDA02,OUT035,2493.75
DRL37,OUT010,-1181.25
FDR24,OUT018,1242.25
FDW59,OUT049,1457.0
FDS22,OUT049,906.0
FDW24,OUT017,947.75
FDU24,OUT035,1699.5
FDA21,OUT027,4419.5
FDH58,OUT027,3338.0
FDW36,OUT018,1401.75
FDI45,OUT027,4210.75
FDU01,OUT018,2730.0
FDF35,OUT027,3181.25
FDU43,OUT019,1896.25
FDE24,OUT019,386.0
FDK50,OUT049,2705.75
FDG31,OUT045,981.0
FDC60,OUT045,1426.0
FDL36,OUT013,1489.75
FDP21,OUT013,3096.25
FDW16,OUT045,1446.5
FDX02,OUT017,3659.25
FDQ58,OUT027,3922.25
FDT51,OUT046,1841.0
FDD59,OUT049,1427.75
NCM42,OUT018,1466.25
FDA57,OUT018,414.25
FDZ48,OUT035,1963.75
FDE46,OUT045,2374.0
NCZ30,OUT019,28.5
FDB56,OUT017,3132.25
FDA25,OUT027,3176.0
FDD20,OUT013,2056.75
FDL25,OUT013,1553.75
NCO18,OUT049,2894.5
FDJ45,OUT017,698.75
FDR12,OUT035,2906.25
NCF19,OUT010,-1137.75
FDK25,OUT046,2664.25
NCR17,OUT046,1819.0
FDC52,OUT046,2481.5
NCA54,OUT017,2961.25
FDR45,OUT010,1884.25
NCM19,OUT049,1896.0
FDF39,OUT027,5664.0
FDX23,OUT049,1672.5
FDD58,OUT027,3061.75
FDX28,OUT013,1640.25
NCD31,OUT013,2605.75
FDU57,OUT018,2165.0
FDI27,OUT046,818.0
NCM42,OUT046,1727.25
FDD32,OUT027,2822.25
FDI34,OUT013,3688.75
NCM29,OUT049,2163.0
FDG46,OUT018,1592.0
