Item_Identifier,Outlet_Identifier,Predicted
OUT027,OUT027,2506.157754000001
OUT018,OUT018,2446.1758320000004
OUT017,OUT017,1779.9297460000007
OUT049,OUT049,2824.037306000001
OUT027,OUT027,5662.609025999999
OUT049,OUT049,4329.0449160000035
OUT019,OUT019,241.75198
OUT049,OUT049,1554.316758
OUT013,OUT013,828.4482820000003
OUT046,OUT046,977.8538019999999
OUT013,OUT013,667.9105859999997
OUT013,OUT013,2278.0879639999994
OUT046,OUT046,1585.755834
OUT027,OUT027,2289.75278
OUT027,OUT027,3482.4802159999963
OUT013,OUT013,2516.4177319999994
OUT045,OUT045,1260.1663179999994
OUT045,OUT045,2652.4673040000007
OUT010,OUT010,350.8632840000001
OUT018,OUT018,340.9295479999999
OUT010,OUT010,536.4949820000004
OUT017,OUT017,3501.1226159999987
OUT046,OUT046,3311.642593999999
OUT035,OUT035,1404.9511859999996
OUT035,OUT035,1546.0941280000013
OUT035,OUT035,3073.0198740000014
OUT027,OUT027,4439.474504000005
OUT046,OUT046,1833.2270359999993
OUT013,OUT013,2967.5704700000015
OUT027,OUT027,4237.910212000001
OUT013,OUT013,1346.2476000000004
OUT013,OUT013,4069.0500160000015
OUT018,OUT018,1718.869227999999
OUT017,OUT017,2200.875137999999
OUT017,OUT017,1731.9721719999995
OUT018,OUT018,1000.9304299999998
OUT017,OUT017,3586.8110759999995
OUT046,OUT046,3131.6036159999976
OUT045,OUT045,3559.946046
OUT018,OUT018,2271.543150000002
OUT049,OUT049,1505.7133580000009
OUT018,OUT018,1551.4871079999994
OUT013,OUT013,3179.0818140000006
OUT045,OUT045,2722.7358360000007
OUT035,OUT035,2944.7401879999998
OUT027,OUT027,3602.1111600000027
OUT010,OUT010,210.68575199999984
OUT045,OUT045,2385.1086560000003
OUT035,OUT035,894.4823260000002
OUT018,OUT018,453.3698519999998
OUT019,OUT019,387.74194600000004
OUT017,OUT017,3351.3708800000004
OUT017,OUT017,4633.328832000002
OUT019,OUT019,154.29249199999998
OUT017,OUT017,1889.4338719999987
OUT017,OUT017,1864.4863460000001
OUT017,OUT017,955.7625579999999
OUT045,OUT045,1474.1411220000002
OUT027,OUT027,3222.9646920000027
OUT017,OUT017,2836.8273239999985
OUT018,OUT018,2130.2670479999997
OUT017,OUT017,651.5385640000001
OUT049,OUT049,3125.2518840000016
OUT046,OUT046,3537.841486000001
OUT049,OUT049,1486.1721280000004
OUT027,OUT027,2647.906574
OUT017,OUT017,2701.0973360000003
OUT027,OUT027,5399.984216
OUT046,OUT046,2832.2266460000014
OUT049,OUT049,1764.2901040000015
OUT045,OUT045,2939.007649999998
OUT013,OUT013,716.4607220000001
OUT019,OUT019,214.3409939999999
OUT035,OUT035,796.2834839999999
OUT013,OUT013,2784.355626
OUT018,OUT018,3074.910746
OUT045,OUT045,3216.0270559999994
OUT017,OUT017,848.4489139999998
OUT049,OUT049,2468.7065039999998
OUT013,OUT013,2509.8795760000016
OUT010,OUT010,558.8059400000002
OUT035,OUT035,2534.8404179999975
OUT035,OUT035,1460.9782559999999
OUT045,OUT045,686.319956
OUT018,OUT018,512.3730479999998
OUT018,OUT018,1715.893101999999
OUT018,OUT018,1701.1056839999999
OUT035,OUT035,1658.30806
OUT013,OUT013,1833.5732519999997
OUT046,OUT046,2870.4901720000016
OUT017,OUT017,3620.327447999998
OUT019,OUT019,345.41038199999997
OUT019,OUT019,277.2524360000001
OUT027,OUT027,3090.5903359999984
OUT017,OUT017,5018.294392000001
OUT046,OUT046,1321.5863679999995
OUT017,OUT017,3595.599636000003
OUT010,OUT010,646.6915400000005
OUT017,OUT017,2484.5592020000017
OUT045,OUT045,3869.2434359999997
OUT049,OUT049,1571.6408739999997
OUT035,OUT035,3939.458703999998
OUT017,OUT017,1513.0105260000003
OUT019,OUT019,59.74889199999996
OUT045,OUT045,2060.710922
OUT019,OUT019,279.8823459999998
OUT010,OUT010,469.3224199999996
OUT046,OUT046,2856.395186000002
OUT049,OUT049,2226.621624000001
OUT045,OUT045,1168.2126799999999
OUT046,OUT046,3227.372287999999
OUT013,OUT013,3558.7675800000034
OUT045,OUT045,1867.7487659999997
OUT019,OUT019,248.4299540000003
OUT017,OUT017,1693.8085160000003
OUT046,OUT046,2542.3439840000015
OUT049,OUT049,1130.288712
OUT045,OUT045,2246.4091999999996
OUT027,OUT027,3510.057652000003
OUT018,OUT018,1612.0016699999999
OUT046,OUT046,2056.9092040000005
OUT035,OUT035,704.0768419999997
OUT027,OUT027,2761.3788680000016
OUT019,OUT019,321.474872
OUT046,OUT046,2595.9408840000006
OUT035,OUT035,3231.273875999999
OUT049,OUT049,732.0404419999998
OUT045,OUT045,2817.485834
OUT045,OUT045,1471.2315760000001
OUT010,OUT010,333.43264000000005
OUT049,OUT049,3071.9945420000004
OUT018,OUT018,2635.669170000002
OUT045,OUT045,720.8217120000008
OUT018,OUT018,2830.3690639999986
OUT046,OUT046,1945.5608120000004
OUT019,OUT019,319.643922
OUT049,OUT049,3373.335622
OUT035,OUT035,637.7431880000001
OUT019,OUT019,674.5552700000004
OUT027,OUT027,5714.980854000003
OUT046,OUT046,1403.6994819999995
OUT027,OUT027,1053.688422
OUT046,OUT046,1398.3730819999985
OUT035,OUT035,2410.269238
OUT013,OUT013,1961.6065920000005
OUT018,OUT018,3346.856755999999
OUT035,OUT035,4221.697982000001
OUT049,OUT049,1169.2246959999998
OUT045,OUT045,4619.333716000001
OUT013,OUT013,725.7353159999994
OUT018,OUT018,1303.716296000001
OUT046,OUT046,2659.411598
OUT010,OUT010,303.15205600000013
OUT013,OUT013,1908.6821499999987
OUT018,OUT018,2993.024004000001
OUT027,OUT027,4538.472305999999
OUT010,OUT010,155.37108800000004
OUT013,OUT013,1389.964028
OUT045,OUT045,3434.9620699999996
OUT018,OUT018,2151.066639999999
OUT045,OUT045,1559.7630019999997
OUT049,OUT049,2939.8731900000007
OUT049,OUT049,607.2295740000002
OUT018,OUT018,1567.5861519999996
OUT018,OUT018,2310.1728659999994
OUT013,OUT013,1913.8820480000004
OUT035,OUT035,2502.0497680000026
OUT046,OUT046,3875.0092640000007
OUT027,OUT027,6399.303409999997
OUT018,OUT018,2455.3239240000003
OUT010,OUT010,409.88645399999996
OUT010,OUT010,278.757144
OUT046,OUT046,2865.643148000003
OUT017,OUT017,2107.1504720000007
OUT045,OUT045,1843.6334900000004
OUT035,OUT035,1493.3228200000003
OUT027,OUT027,1691.7179040000005
OUT035,OUT035,1770.5353079999988
OUT049,OUT049,2970.659782
OUT049,OUT049,2095.43905
OUT013,OUT013,2273.147728000001
OUT017,OUT017,1423.007682000001
OUT049,OUT049,1004.7787540000002
OUT018,OUT018,2917.3225440000015
OUT027,OUT027,4647.3306059999995
OUT019,OUT019,354.431972
OUT017,OUT017,1235.8712760000003
OUT017,OUT017,590.4913620000001
OUT013,OUT013,4797.501796000002
OUT017,OUT017,1807.7868180000003
OUT049,OUT049,4942.666169999999
OUT018,OUT018,1364.9832120000005
OUT013,OUT013,2250.0244939999993
OUT010,OUT010,66.77974000000006
OUT019,OUT019,62.01261200000001
OUT045,OUT045,954.544144
OUT046,OUT046,2622.8458619999997
OUT049,OUT049,2603.71077
OUT019,OUT019,248.03047400000003
OUT010,OUT010,698.5906499999996
OUT045,OUT045,3945.2578220000014
OUT018,OUT018,1534.4692600000003
OUT027,OUT027,3121.3769279999997
OUT049,OUT049,3709.9641019999995
OUT017,OUT017,3653.690685999999
OUT017,OUT017,2405.881615999999
OUT049,OUT049,3661.3074379999994
OUT045,OUT045,2486.723052
OUT045,OUT045,3404.2353999999996
OUT046,OUT046,1777.4396540000005
OUT018,OUT018,2482.888044000001
OUT046,OUT046,3432.352134
OUT045,OUT045,2632.426724000001
OUT013,OUT013,1481.4915540000004
OUT010,OUT010,611.9367800000001
OUT027,OUT027,4048.1905020000036
OUT035,OUT035,1382.1009299999996
OUT027,OUT027,3574.600304
OUT049,OUT049,3531.363252000002
OUT013,OUT013,2555.153976000001
OUT046,OUT046,2174.7158560000003
OUT010,OUT010,597.0761239999997
OUT013,OUT013,1372.067324
OUT045,OUT045,4027.231118000004
OUT035,OUT035,734.3907160000001
OUT018,OUT018,2739.4807060000007
OUT010,OUT010,181.3239720000001
OUT046,OUT046,1667.7823939999996
OUT027,OUT027,3315.55084
OUT045,OUT045,2610.7682499999996
OUT018,OUT018,3457.5726380000015
OUT017,OUT017,4410.472256000001
OUT019,OUT019,147.84754800000002
OUT017,OUT017,1546.2872100000002
OUT049,OUT049,2738.6950620000007
OUT045,OUT045,2188.4379939999994
OUT019,OUT019,237.14464399999994
OUT035,OUT035,4359.385421999997
OUT045,OUT045,2267.7147999999993
OUT019,OUT019,658.2964340000003
OUT045,OUT045,2360.1877619999996
OUT018,OUT018,611.6305120000002
OUT046,OUT046,659.9076699999999
OUT049,OUT049,1525.2079820000001
OUT027,OUT027,4328.172717999996
OUT027,OUT027,5459.000727999998
OUT035,OUT035,2716.3042079999996
OUT027,OUT027,2165.1616260000014
OUT019,OUT019,648.5890699999999
OUT035,OUT035,3426.999101999999
OUT045,OUT045,1365.5225100000007
OUT017,OUT017,3120.8176560000006
OUT035,OUT035,1856.1372140000003
OUT017,OUT017,2297.1764499999986
OUT019,OUT019,590.7576820000005
OUT017,OUT017,2663.8724580000003
OUT045,OUT045,2245.0642840000014
OUT049,OUT049,4727.745929999997
OUT017,OUT017,1771.354242000001
OUT017,OUT017,4965.449846
OUT049,OUT049,3164.440872
OUT019,OUT019,363.679934
OUT049,OUT049,1489.29473
OUT019,OUT019,246.94521999999995
OUT049,OUT049,4058.2241079999994
OUT027,OUT027,6220.596031999999
OUT018,OUT018,2337.677063999999
OUT010,OUT010,673.5299379999998
OUT046,OUT046,3836.27302
OUT049,OUT049,4185.365276
OUT017,OUT017,910.1818899999998
OUT013,OUT013,1744.3760259999995
OUT019,OUT019,464.7683479999999
OUT027,OUT027,3560.6517939999967
OUT018,OUT018,1796.401638
OUT018,OUT018,1476.3648940000005
OUT027,OUT027,3063.8451499999996
OUT019,OUT019,317.5399940000003
OUT049,OUT049,2515.4922699999997
OUT049,OUT049,3019.1233640000014
OUT045,OUT045,2345.8996939999997
OUT049,OUT049,696.8529120000001
OUT018,OUT018,3022.3990999999996
OUT013,OUT013,2193.4314939999986
OUT049,OUT049,3680.342659999999
OUT013,OUT013,3389.727618
OUT027,OUT027,4280.0819839999995
OUT045,OUT045,1832.208361999999
OUT049,OUT049,1584.4708399999995
OUT013,OUT013,3862.232561999999
OUT045,OUT045,1061.4915979999998
OUT013,OUT013,2618.0720759999995
OUT018,OUT018,1427.288776
OUT018,OUT018,1791.8275920000012
OUT027,OUT027,2623.132156
OUT010,OUT010,181.08428399999997
OUT010,OUT010,295.32224799999983
OUT045,OUT045,738.8316020000004
OUT010,OUT010,666.5124060000002
OUT035,OUT035,2074.359822000001
OUT017,OUT017,3689.024692000001
OUT019,OUT019,327.62020600000005
OUT027,OUT027,3622.7376439999994
OUT027,OUT027,2310.099627999998
OUT017,OUT017,1536.9993
OUT045,OUT045,3448.843999999999
OUT045,OUT045,3799.5741239999993
OUT046,OUT046,725.3890999999999
OUT046,OUT046,3262.433315999999
OUT017,OUT017,2315.0731540000006
OUT013,OUT013,4742.706456000002
OUT045,OUT045,1172.7401200000004
OUT045,OUT045,2405.522084000001
OUT027,OUT027,3206.3396660000026
OUT045,OUT045,3758.2479180000014
OUT013,OUT013,639.5874540000002
OUT017,OUT017,1960.2816499999994
OUT013,OUT013,1672.6627080000005
OUT027,OUT027,2890.584016000001
OUT018,OUT018,2319.826965999999
OUT027,OUT027,2881.8886679999996
OUT027,OUT027,3246.4141680000002
OUT018,OUT018,2661.016176000001
OUT049,OUT049,1736.1400800000001
OUT017,OUT017,1725.4340159999986
OUT027,OUT027,7377.197159999997
OUT013,OUT013,2038.6463100000003
OUT035,OUT035,1006.8627079999999
OUT046,OUT046,907.1458420000001
OUT010,OUT010,476.9591460000002
OUT010,OUT010,444.035336
OUT046,OUT046,1855.8043139999997
OUT018,OUT018,3192.783978
OUT018,OUT018,3420.867083999996
OUT013,OUT013,2537.250614
OUT010,OUT010,290.73488600000013
OUT049,OUT049,1459.2871240000004
OUT049,OUT049,883.536574
OUT027,OUT027,1109.6755439999997
OUT019,OUT019,300.0760599999999
OUT010,OUT010,468.5634079999997
OUT010,OUT010,187.12308999999982
OUT045,OUT045,1902.1573100000005
OUT013,OUT013,2100.0530439999998
OUT049,OUT049,2751.2254180000014
OUT013,OUT013,2096.078217999999
OUT018,OUT018,419.6470820000003
OUT045,OUT045,2405.1359200000015
OUT049,OUT049,1260.6456940000003
OUT035,OUT035,781.9155200000002
OUT017,OUT017,2305.026232
OUT046,OUT046,1808.3128000000006
OUT017,OUT017,1144.503542
OUT049,OUT049,1157.3867719999994
OUT018,OUT018,1463.0954999999992
OUT010,OUT010,220.9257559999999
OUT013,OUT013,1827.1149920000018
OUT019,OUT019,488.49080200000043
OUT045,OUT045,1228.6073979999992
OUT018,OUT018,3426.2600639999982
OUT018,OUT018,875.4537620000007
OUT013,OUT013,2235.130547999999
OUT027,OUT027,6321.857553999999
OUT035,OUT035,3359.2672680000005
OUT045,OUT045,1853.0279279999997
OUT045,OUT045,1929.9810920000004
OUT045,OUT045,2137.8704840000005
OUT049,OUT049,3208.190590000001
OUT046,OUT046,1164.6905980000004
OUT019,OUT019,430.8325219999999
OUT027,OUT027,2135.500236000002
OUT035,OUT035,3886.0082800000005
OUT018,OUT018,1367.4067240000002
OUT035,OUT035,3215.4145200000016
OUT049,OUT049,2219.9236760000003
OUT046,OUT046,4622.909061999999
OUT013,OUT013,859.7608559999999
OUT019,OUT019,203.75477400000014
OUT027,OUT027,4967.160952
OUT027,OUT027,5762.56558
OUT049,OUT049,2795.2214820000017
OUT017,OUT017,3383.236068
OUT013,OUT013,3650.881010000002
OUT046,OUT046,3223.8368899999978
OUT013,OUT013,624.540374
OUT017,OUT017,1706.6717720000006
OUT035,OUT035,3079.052021999999
OUT046,OUT046,1600.4966460000014
OUT046,OUT046,1906.1387940000006
OUT027,OUT027,2983.5563280000015
OUT017,OUT017,533.6853060000003
OUT018,OUT018,3603.369522
OUT013,OUT013,3833.869481999999
OUT018,OUT018,1818.439618000001
OUT010,OUT010,89.19722599999997
OUT045,OUT045,1527.5382819999993
OUT013,OUT013,1760.8545760000002
OUT018,OUT018,615.9781860000004
OUT049,OUT049,1704.8674539999993
OUT013,OUT013,2747.1640380000003
OUT049,OUT049,1517.6511520000006
OUT027,OUT027,5778.345040000001
OUT035,OUT035,1418.9063539999995
OUT019,OUT019,517.712764
OUT018,OUT018,4069.56934
OUT045,OUT045,3308.8994979999993
OUT046,OUT046,2322.67659
OUT013,OUT013,3248.4448579999985
OUT045,OUT045,3661.7668399999993
OUT010,OUT010,75.37521800000002
OUT027,OUT027,6011.201932
OUT035,OUT035,1251.4509959999993
OUT045,OUT045,1731.033394
OUT049,OUT049,2224.983756
OUT019,OUT019,308.31866399999996
OUT046,OUT046,1844.9584320000008
OUT045,OUT045,5348.258213999998
OUT045,OUT045,515.3491739999997
OUT035,OUT035,3616.0663279999994
OUT045,OUT045,2470.3776619999994
OUT046,OUT046,4393.334564000003
OUT035,OUT035,2182.359239999999
OUT049,OUT049,1676.3179499999999
OUT019,OUT019,727.35321
OUT027,OUT027,1581.7210860000012
OUT046,OUT046,2994.595291999998
OUT035,OUT035,645.1402260000001
OUT017,OUT017,3617.7041960000024
OUT027,OUT027,3247.2663920000005
OUT017,OUT017,3296.5422500000013
OUT018,OUT018,3154.520452000001
OUT017,OUT017,2926.463978000002
OUT035,OUT035,3793.0759159999975
OUT035,OUT035,789.6987219999996
OUT045,OUT045,1809.0451799999996
OUT017,OUT017,2857.586967999999
OUT013,OUT013,2138.656127999999
OUT010,OUT010,283.8438560000001
OUT017,OUT017,3111.989148
OUT045,OUT045,728.4251479999999
OUT049,OUT049,1335.86112
OUT010,OUT010,611.6171960000003
OUT019,OUT019,217.2438820000001
OUT035,OUT035,2286.064248
OUT018,OUT018,3324.0930540000013
OUT013,OUT013,2486.543286000002
OUT045,OUT045,1095.4141079999995
OUT013,OUT013,1107.2586900000006
OUT027,OUT027,5637.914503999999
OUT013,OUT013,2243.745999999999
OUT045,OUT045,1841.1633719999993
OUT049,OUT049,1964.5760599999996
OUT049,OUT049,3264.6903779999993
OUT010,OUT010,279.2298619999998
OUT027,OUT027,2359.0559020000005
OUT049,OUT049,1994.0310519999996
OUT018,OUT018,3375.4462080000017
OUT049,OUT049,858.036434
OUT017,OUT017,4715.455262000001
OUT049,OUT049,1858.667254000001
OUT045,OUT045,2013.5256759999997
OUT035,OUT035,1995.855344
OUT045,OUT045,3324.2195560000005
OUT046,OUT046,2370.773982
OUT017,OUT017,3553.1615440000005
OUT017,OUT017,1971.6401980000003
OUT035,OUT035,4048.756431999999
OUT027,OUT027,3456.8202840000013
OUT035,OUT035,4762.7204040000015
OUT017,OUT017,818.288174
OUT027,OUT027,5446.969721999998
OUT018,OUT018,3663.604448000001
OUT046,OUT046,2146.2462480000017
OUT035,OUT035,905.7143719999995
OUT049,OUT049,1938.0039819999988
OUT049,OUT049,3084.4649759999993
OUT013,OUT013,2163.1509100000007
OUT049,OUT049,1971.933149999999
OUT013,OUT013,1829.5651360000004
OUT018,OUT018,1255.0729479999998
OUT045,OUT045,5619.292078000004
OUT013,OUT013,1877.6159220000002
OUT017,OUT017,3632.345138000002
OUT049,OUT049,985.5637659999999
OUT018,OUT018,3249.783116
OUT035,OUT035,2071.3037999999997
OUT027,OUT027,4679.8682519999975
OUT045,OUT045,2043.9061299999998
