Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,target
0.013694551949985138,0.25,0.2865480176733058,0.06666666666666667,0.3849975106394588,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
0.7261089610002976,0.0,0.06552541256492281,0.4666666666666667,0.08542172495635096,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,246.79788
0.094075617743376,0.5,0.24549306740019985,0.0,0.5100060358467918,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
0.9106877046740102,0.25,0.16727126075986712,0.8,0.7109460252073332,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,294.65106
0.791604644239357,0.25,0.11735658854715562,0.9333333333333333,0.6829918703622873,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
,0.25,0.08708621901660299,0.6,0.3312094200130948,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
0.5385531408157189,0.25,0.6083899181628492,0.8666666666666667,0.6893636103230032,0.0,0.375,1.0,1.0,0.0,212.13007
0.15153319440309615,0.25,0.3396399508962573,0.4,0.6096290511785247,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.8719857100327477,0.25,0.5642713804463388,0.7333333333333333,0.8863214753382803,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
0.5415302173265852,0.0,0.20279138144313394,0.3333333333333333,0.06713686026844175,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
,0.25,0.08480809123189761,0.7333333333333333,0.47040815282627685,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,256.2298
0.8719857100327477,0.25,0.10869866044002445,0.8666666666666667,0.6340273420449586,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
0.1327776123846383,0.5,0.11882169186058915,0.8666666666666667,0.7566240860977739,0.0,0.375,1.0,1.0,0.0,256.2298
0.502828222685323,0.25,0.10846123103043964,0.6,0.06655373608686165,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
0.07561774337600478,0.25,0.2826783178184575,0.6,0.5515783568856395,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.5504614468591843,0.25,0.1795296119270821,0.26666666666666666,0.906614026353121,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.4909199166418577,0.0,0.07088290780623842,0.4,0.360442355958097,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,246.79788
,0.25,0.20818620551537567,0.6,0.00042626036665213826,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
0.29443286692467996,0.5,0.06843644340131495,0.6666666666666666,0.6946134329986906,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.4730574575766597,0.25,0.02098864424581293,0.6,0.04442144532955043,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,852.57086
,0.5,0.07684540448983243,0.4,0.7918246671759058,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
0.07293837451622509,0.25,0.2995063995183867,0.06666666666666667,0.5637941264731559,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
,0.5,0.026862272912995533,0.6666666666666666,0.7378907955041468,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,1146.6387
,0.25,0.24398083106905696,0.2,0.20620089480576173,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.3477225364691872,0.25,0.15597544405001965,0.0,0.349651148515932,0.0,0.375,1.0,1.0,0.0,256.2298
0.8213754093480202,0.25,0.27650067902413394,0.6,0.6827003082714972,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
,0.25,0.04926002877079243,0.6,0.3043771824530773,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
0.9851146174456683,0.25,0.08999926754412953,0.6,0.4748054547686601,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.9047335516522774,0.0,0.21393217891222627,0.4,0.36085753355521616,0.0,0.375,1.0,1.0,0.0,212.13007
0.23072342959214048,0.25,0.5521612971337708,0.6,0.6050859681907464,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.6427508186960404,0.25,0.04863497401233902,0.7333333333333333,0.4810646619925798,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.12831199761833878,0.25,0.18404898669805447,0.06666666666666667,0.7895475842972501,0.0,0.375,1.0,1.0,0.0,212.13007
0.33581423042572195,0.25,0.3901835247670582,0.2,0.34185484640986474,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.42244715689193213,0.25,0.9001510224819766,0.26666666666666666,0.1016196188891314,0.0,0.375,1.0,1.0,0.0,212.13007
0.49389699315272395,0.25,0.16510432227909985,0.5333333333333333,0.6448074667175906,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,294.65106
0.4522179220005954,0.25,0.4052531314805871,0.3333333333333333,0.92138735814055,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
0.8154212563262875,0.25,0.23234324899780923,0.8666666666666667,0.39605811463334795,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.08484668055969041,0.25,0.23346498639240362,0.4666666666666667,0.10686944156481887,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.4819886871092587,0.25,0.37983395576117945,0.6666666666666666,0.3184326917830642,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.5087823757070556,0.5,0.13732146928886382,0.4,0.635306123144915,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,256.2298
0.9612980053587376,0.5,0.31127928122117093,0.4,0.385121126145788,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
,0.5,0.12251828741157403,0.4,0.6680727575294632,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.19648704971717776,0.25,0.03484973739657189,0.2,0.6684990178961153,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,246.79788
0.5236677582613872,0.5,0.0,0.8666666666666667,0.6294842590571803,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,103.05246
0.7558797261089609,0.0,0.3304708053611073,0.3333333333333333,0.02724741515713662,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
,0.5,0.40114498255600956,0.8666666666666667,0.9857987096246181,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
0.3477225364691872,0.5,0.0925338769337256,0.26666666666666666,0.2479189968900044,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,256.2298
0.22387615361714794,0.5,0.10989296673811445,0.0,0.4810535792230468,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
0.9612980053587376,0.5,0.14757263800091983,0.26666666666666666,0.7800462407245744,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,256.2298
,0.25,0.04662364184937985,0.6,0.4661455491597557,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
1.0,0.25,0.24157806682602306,0.4,0.27629941210170234,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.07889252753795772,0.25,0.26768280331888256,0.3333333333333333,0.5145380360650372,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,212.13007
,0.5,0.19869794652342934,1.0,0.24889513312963774,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.17147960702590054,0.75,0.26242362803452984,1.0,0.5704463457551288,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.6010717475439119,0.25,0.2226771952653348,0.6,0.9828259698275862,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.5623697529026496,0.25,0.12747855086950824,1.0,0.6362933421540812,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,256.2298
0.8124441798154212,0.25,0.18102847835081526,0.6,0.8084266559362725,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,212.13007
0.7767192616850254,0.25,0.04854643352312556,0.6,0.6313239987996508,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,246.79788
,0.25,0.10108281264104814,0.0,0.32482659728284596,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
0.18785352783566536,0.5,0.14764231477746018,0.26666666666666666,0.38527798996071594,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.193807680857398,0.25,0.20875276886008592,0.9333333333333333,0.9090368902771717,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
0.7022923489133671,0.25,0.09116712447604725,0.6,0.9559937322675687,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,256.2298
0.502828222685323,0.5,0.13927971732672487,0.9333333333333333,0.6040765836425143,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,256.2298
,0.25,0.9255552555454486,0.8666666666666667,0.39591233358795297,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
0.5236677582613872,0.25,0.43089111390748613,0.3333333333333333,0.49722930761676126,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
,0.25,0.7606610821322496,0.4666666666666667,0.9396833055979922,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
0.6874069663590354,0.0,0.201240694654906,0.26666666666666666,0.4824670585988652,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.791604644239357,0.25,0.07668025044521683,0.9333333333333333,0.5145380360650372,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,246.79788
0.04674010122060138,0.5,0.018502737532572925,0.8666666666666667,0.292609838771279,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,929.6453
0.05686216135754689,0.25,0.10651989081170184,0.5333333333333333,0.27870011048668714,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,256.2298
0.12235784459660616,0.5,0.08956812742612488,0.8666666666666667,0.667949142023134,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,256.2298
0.10866329264662102,0.25,0.09911901209021846,0.26666666666666666,0.6208243534482759,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,256.2298
0.6874069663590354,0.5,0.04200119488719538,0.4,0.32809089917066786,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,246.79788
0.5415302173265852,0.0,0.049164403188514345,0.06666666666666667,0.8464541957660411,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,246.79788
0.8719857100327477,0.5,0.01726810213082861,1.0,0.8248828636512441,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,477.76953
0.247395058052992,0.25,0.43107143307934165,0.2,0.06073187199912704,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,212.13007
0.7856504912176242,0.5,0.8111066604834063,0.26666666666666666,0.8962712448166741,0.0,0.375,1.0,1.0,0.0,212.13007
0.8809169395653469,0.5,0.0,0.6666666666666666,0.5703005647097338,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,103.05246
,0.25,0.1754550036414999,0.26666666666666666,0.8147983958969883,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
,0.25,0.1283420855964832,0.3333333333333333,0.3231104730467046,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.11223578445966065,0.25,0.24576298688984327,0.06666666666666667,0.2876404954168486,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.4790116105983923,0.25,0.1979295491778148,0.5333333333333333,0.3842796881820167,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.20125037213456384,0.25,0.053010777545087547,0.26666666666666666,0.06881973619598429,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,246.79788
0.8154212563262875,0.25,0.16852500397474338,0.8666666666666667,0.46217450758402456,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.8303066388806192,0.5,0.14104981334889313,0.26666666666666666,0.48431788111086865,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.08812146472164337,0.5,0.2036761683594235,0.0,0.6553071120689655,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,212.13007
0.43137838642453114,0.25,0.18133685138742298,0.5333333333333333,0.2095998949694457,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.10151830902054182,0.5,0.030614872524946872,0.6666666666666666,0.5078747340135312,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.711223578445966,0.5,0.29166981383740304,0.0,0.2779933707987779,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.6635903542721047,0.5,0.08581601910497044,0.2,0.5852085947730249,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,256.2298
0.12384638285203929,1.0,0.01954690350920519,0.0,0.38414498990615464,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,400.69513
,0.75,0.44491339678781405,0.9333333333333333,0.6801538288411174,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
,0.25,0.28529964157864457,0.6,0.931875920722392,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
,0.25,0.25850483617854303,0.2,0.9233617961588826,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
0.5623697529026496,0.5,0.1298459916132335,0.8666666666666667,0.08983010966826716,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,256.2298
,0.5,0.22260829713835933,0.26666666666666666,0.07194933980794414,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.7856504912176242,0.25,0.0,0.26666666666666666,0.928331139513313,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,554.9283
0.7856504912176242,0.25,0.07540607385902076,0.4,0.5415049719009166,0.0,0.375,1.0,1.0,0.0,246.79788
0.21434950878237566,0.25,0.36908804794701544,0.6666666666666666,0.6763174855412484,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.7558797261089609,0.25,0.37671078617666515,0.2,0.19057504228502842,0.0,0.375,1.0,1.0,0.0,212.13007
,0.5,0.40757091477527563,0.3333333333333333,0.8528481012658229,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.09645727895206907,0.5,0.5532231433993328,0.6666666666666666,0.2701859859231777,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
,0.25,0.047059478583807615,0.4666666666666667,0.3201377332496727,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
0.21583804703780884,0.5,0.254610967288391,0.3333333333333333,0.10216949476211262,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.22625781482584104,0.25,0.043003295248048475,0.0,0.2581270801505893,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,246.79788
0.1399225960107175,0.5,0.11784865181385411,0.26666666666666666,0.27443750682016593,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
0.9404584697826734,0.25,0.16736811611407704,0.8666666666666667,0.3621363146551725,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,294.65106
,0.25,0.09977649513114599,0.0,0.6256479157573113,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
0.8749627865436141,0.25,0.335689107723062,0.6,0.004543082987778261,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.05507591545102713,0.25,0.04667367008392374,0.3333333333333333,0.22436214398734183,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,246.79788
0.05180113128907413,0.5,0.3542558181151245,0.0,0.23598370662374513,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
0.44924084548972903,0.25,0.3563928774637789,0.0,0.8023132297577478,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
,0.5,0.0,0.0,0.6582909346355305,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,785.8885
0.38374516225066985,0.25,0.02769977849737288,0.6666666666666666,0.3780315637276299,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,463.80276
0.07204525156296517,0.25,0.25444035651706276,0.0,0.02909823766914013,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.5504614468591843,0.25,0.04115101152835484,0.2,0.33306024252509825,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.5504614468591843,0.25,0.040949953087136184,0.2,0.324961295558708,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,246.79788
0.052694254242334065,0.5,0.052934120731376266,0.0,0.621687956951113,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.4909199166418577,0.25,0.07083731663826269,0.4,0.3600160955914449,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,246.79788
0.09377791009228938,0.25,0.08749344346940044,0.6,0.3299306389131384,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
0.21673116999106878,0.25,0.162413083821672,0.0,0.26409472528371897,0.0,0.375,1.0,1.0,0.0,256.2298
0.5713009824352485,0.25,0.5678969365840448,0.9333333333333333,0.21030663465735494,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
,0.25,0.34389168650845486,0.3333333333333333,0.5084467754255785,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
0.7261089610002976,0.25,0.09226626249398458,0.8666666666666667,0.032362539556962035,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.5802322119678476,0.0,0.4035934708318259,0.0,0.18986830259711918,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
,0.0,0.7384509313815225,0.2,0.26734794440200793,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,212.13007
0.06430485263471271,0.25,0.3188335013789899,0.0,0.5107238583042341,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.06996129800535877,0.25,0.0,0.9333333333333333,0.6666703609231778,0.0,0.375,1.0,1.0,0.0,103.05246
0.15480797856504913,0.5,0.519675589254259,0.06666666666666667,0.019596894096464444,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
0.6338195891634414,0.75,0.15528452233611123,0.9333333333333333,0.27871119325622007,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,256.2298
0.6367966656743078,0.25,0.1890179079975792,0.6,0.4117964998908774,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
0.3477225364691872,0.5,0.09232913535646986,0.26666666666666666,0.24536143469009172,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
0.25037213456385826,0.25,0.1549704793711243,0.5333333333333333,0.4047069374727194,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,256.2298
0.27240250074426914,0.25,0.16017198823948708,0.6,0.5141228584679179,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
,0.25,0.3403074636851516,0.4,0.6726158405172414,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.8958023221196785,0.25,0.07442476529547765,0.6,0.3158862123526845,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,246.79788
,0.25,0.04052551800705138,0.6,0.09280284946529903,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,929.6339
0.9404584697826734,0.25,0.0,0.8666666666666667,0.37066152198821484,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,103.05246
0.32420363203334324,0.25,0.11977687549527867,0.4,0.9131537128982978,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,256.2298
0.40160762131586786,0.25,0.24678751050423753,0.6,0.6328943419903973,0.0,0.375,1.0,1.0,0.0,212.13007
0.11997618338791309,0.25,0.204108414654191,0.4666666666666667,0.9690509398188566,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
0.511759452217922,0.25,0.2874963232368388,0.6,0.539093190746399,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.00476332241738613,0.25,0.43496806741140065,0.06666666666666667,0.4156439259602795,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,212.13007
0.35992855016373915,0.5,0.10254323169757547,0.13333333333333333,0.07293655881711045,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.2825245608812147,0.25,0.3441922761392929,0.06666666666666667,0.14191315882802275,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
0.14676987198571,0.25,0.15439053375948739,0.26666666666666666,0.2154106762876474,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,256.2298
0.5504614468591843,0.25,0.30037642299173567,0.26666666666666666,0.11211926424050635,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
0.19470080381065794,0.5,0.46615086282791707,0.3333333333333333,0.5372534510039285,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.8660315570110152,0.25,0.2839611553361233,0.7333333333333333,0.6418236441510258,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
0.17594522179220004,0.25,0.05380893660740438,0.4,0.8487312786446967,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,246.79788
0.2557308722834177,0.25,0.16644225234336055,0.4,0.6438202477084243,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,294.65106
0.7618338791306937,0.25,0.04546641410199867,0.3333333333333333,0.18505582305761684,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,246.79788
0.7856504912176242,0.25,0.3928498278991344,0.0,0.33488889949803585,0.0,0.375,1.0,1.0,0.0,212.13007
,0.5,0.19133506713666407,0.0,0.23683622735704937,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.7171777314676987,0.25,0.3782553333748716,0.4,0.6069257079332169,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,212.13007
0.6308425126525752,0.25,0.0,0.0,0.5050366924923615,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,103.05246
0.053885084846680566,0.5,0.1664158833140481,0.2,0.660422236468791,0.0,0.375,1.0,1.0,0.0,294.65106
0.29443286692467996,0.5,0.15073749005618928,1.0,0.6675228816564819,0.7777777777777778,0.625,1.0,0.5,0.3333333333333333,256.2298
0.5325989877939863,0.0,0.22580888982663289,0.6,0.5520157000218245,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.22149449240845492,0.25,0.5703992536458528,0.6,0.317737034864688,0.0,0.375,1.0,1.0,0.0,212.13007
0.3718368562072045,0.5,0.24898865085815447,0.0,0.03164471709951988,0.0,0.375,1.0,1.0,0.0,212.13007
0.06430485263471271,0.25,0.3209040016392427,0.0,0.5085925564709735,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.17594522179220004,0.25,0.05407313055084251,0.4,0.838927290211698,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
,0.25,0.535399975364393,0.0,0.4077018428088172,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
,0.25,0.2576757845037273,0.6666666666666666,0.6335899989087735,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
,0.5,0.13919164340927448,0.0,0.01917063372981232,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
,0.25,0.16010696482106068,0.9333333333333333,0.8715592263203842,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,544.8637
0.6516820482286394,0.5,0.0812546497854411,0.4,0.30155022370144047,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,246.79788
0.020839535576064334,0.75,0.3640134342386952,0.2,0.7100935044740289,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.28163143792795475,0.5,0.15224135899438893,0.3333333333333333,0.903349724465299,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,256.2298
0.2628758559094969,0.25,0.28902961709490516,0.6,0.10019505674378004,0.2222222222222222,0.875,1.0,0.5,0.3333333333333333,212.13007
0.8451920214349508,0.25,0.2691464729283553,0.5333333333333333,0.324972378328241,0.0,0.375,1.0,1.0,0.0,212.13007
0.25841024114319733,0.25,0.0,0.6,0.33659394096464434,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,103.05246
0.7022923489133671,0.25,0.21032215250750882,0.4,0.7125052856285465,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
0.33581423042572195,0.5,0.054433011874143226,1.0,0.8843359545504147,0.1111111111111111,0.125,0.0,1.0,0.3333333333333333,246.79788
0.29443286692467996,0.25,0.12637036568519794,0.4666666666666667,0.8236151653208207,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,256.2298
0.44924084548972903,0.25,0.24654509711946163,0.6,0.5861958137821912,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,212.13007
0.4730574575766597,0.25,0.09593974265848171,0.4,0.29586305788956796,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,256.2298
0.6338195891634414,0.25,0.05905476979326035,0.8666666666666667,0.8705720073112179,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,698.6737
0.06430485263471271,0.25,0.3190990455996497,0.0,0.5081662961043214,0.8888888888888888,0.25,0.6666666666666666,0.0,0.3333333333333333,212.13007
,0.5,0.1668581933454538,0.2,0.8348104675905718,0.4444444444444444,0.0,0.6666666666666666,0.0,0.0,294.65106
